#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_annuminas;Annúminas;;;;;;;;;;;;;x
c_bindbale_wood;Bindbale Wood;;;;;;;;;;;;;x
c_west_orromenyar;West Orromenyar;;;;;;;;;;;;;x
c_annumenyar;Annumenyar;;;;;;;;;;;;;x
c_evendim;Evendim;;;;;;;;;;;;;x
c_west_emenyar;West Emenyar;;;;;;;;;;;;;x
c_east_emenyar;East Emenyar;;;;;;;;;;;;;x
c_eketyar;Eketyar;;;;;;;;;;;;;x
c_far_north_moors;Far North Moors;;;;;;;;;;;;;x
c_noirinanyar;Noirinanyar;;;;;;;;;;;;;x
c_east_luneland;East Luneland;;;;;;;;;;;;;x
c_hyarromenyar;Hyarromenyar;;;;;;;;;;;;;x
c_tarmear;Tarmear;;;;;;;;;;;;;x
c_belethyar;Belethyar;;;;;;;;;;;;;x
c_rivendell;Rivendell;;;;;;;;;;;;;x
