#CODE;ENGLISH;FRENCH;GERMAN;SPANISH;ITALIAN;;x
become_corrupt_tooltip;Beware, this path is one of Darkness and you will be corrupted if you take this path;;;;;;;;;;;;;x

spell_fatigue1;Light Fatigue;;;;;;;;;;;;;x
spell_fatigue2;Moderate Fatigue;;;;;;;;;;;;;x
spell_fatigue3;Utter Fatigue;;;;;;;;;;;;;x

obj_mastery_music_title;Gain Musical Mastery;;;;;;;;;;;;;x
obj_mastery_music_desc;You seek mastery of all musical methods;;;;;;;;;;;;;x
obj_mastery_craft_title;Gain Crafting Mastery;;;;;;;;;;;;;x
obj_mastery_craft_desc;You seek mastery of all crafting methods;;;;;;;;;;;;;x
obj_mastery_sorcery_title;Gain Dark Arts Mastery;;;;;;;;;;;;;x
obj_mastery_sorcery_desc;You seek mastery of the Dark Arts;;;;;;;;;;;;;x
obj_mastery_healing_title;Gain Healing Mastery;;;;;;;;;;;;;x
obj_mastery_healing_desc;You seek mastery of all methods, Curative;;;;;;;;;;;;;x
obj_mastery_combat_title;Gain Combat Mastery.;;;;;;;;;;;;;x
obj_mastery_combat_desc;You seek mastery of all things Combat;;;;;;;;;;;;;x
obj_change_profession_title;Change Professions;;;;;;;;;;;;;x
obj_change_profession_desc;You seek abandon your previous practices for a new hobby;;;;;;;;;;;;;x

sorcerer_sacrifice;Sacrifice;;;;;;;;;;;;;x
sorcerer_sacrifice_desc;As a sorcerer, you can sacrifice [Root.GetFirstName] in attempt to restore Dark magic;;;;;;;;;;;;;x
sorcerer_dark_heal;Dark Heal;;;;;;;;;;;;;x
sorcerer_dark_heal_desc;As a sorcerer, you can call on dark magic to restore [Root.GetFirstName], though it has its dangers;;;;;;;;;;;;;x
sorcerer_invoke_illness;Invoke Illness;;;;;;;;;;;;;x
sorcerer_invoke_illness_desc;As a sorcerer, you can call on dark magic to damage [Root.GetFirstName];;;;;;;;;;;;;x
healer_craft_potion;Craft Potion;;;;;;;;;;;;;x
healer_craft_potion_desc;As a healer, you can craft restorative potions;;;;;;;;;;;;;x
healer_fix_character;Heal [Root.GetFirstName];;;;;;;;;;;;;x
healer_fix_character_desc;As a healer, you can restore [Root.GetFirstName] to perfect health;;;;;;;;;;;;;x
healer_imp_fertility;Improve [Root.GetFirstName]'s Fertility;;;;;;;;;;;;;x
healer_imp_fertility_desc;As a healer, you can boost [Root.GetFirstName]'s fertility;;;;;;;;;;;;;x

EVTDESCAprofession_events.11;You've gain an appreciation for music in all its forms.;;;;;;;;;;;;;x
EVTDESCBprofession_events.11;You've gain an appreciation for crafting in all its forms.;;;;;;;;;;;;;x
EVTDESCCprofession_events.11;You've gain an appreciation for magic in all its forms.;;;;;;;;;;;;;x
EVTDESCDprofession_events.11;You've gain an appreciation for healing in all its forms.;;;;;;;;;;;;;x
EVTOPTAprofession_events.11;Very Well;;;;;;;;;;;;;x
EVTDESCAprofession_events.12;You've gain an increase ability for music.;;;;;;;;;;;;;x
EVTDESCBprofession_events.12;You've gain an increase ability for crafting.;;;;;;;;;;;;;x
EVTDESCCprofession_events.12;You've gain an increase ability for sorcery.;;;;;;;;;;;;;x
EVTDESCDprofession_events.12;You've gain an increase ability for healing.;;;;;;;;;;;;;x
EVTOPTAprofession_events.12;Very Well;;;;;;;;;;;;;x
EVTDESCprofession_events.21;You've gain marked ability for combat.;;;;;;;;;;;;;x
EVTOPTAprofession_events.21;Very Well;;;;;;;;;;;;;x
EVTDESCprofession_events.22;You've gain an increase ability in combat.;;;;;;;;;;;;;x
EVTOPTAprofession_events.22;Very Well;;;;;;;;;;;;;x
EVTDESCprofession_events.3;You've decided to change your secondary profession.;;;;;;;;;;;;;x
EVTOPTAprofession_events.3;I will stand amongst the greatest composers;;;;;;;;;;;;;x
EVTOPTBprofession_events.3;I wish to craft masterworks;;;;;;;;;;;;;x
