#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_dor_daedeloth;Dor-Daedeloth;Dor-Daedeloth;Dor-Daedeloth;;Dor-Daedeloth;;;;;;;;;x
e_dor_daedeloth_adj;Dor-Daedeloth;;;;;;;;;;;;;x
e_duvenbeleriand;Dúvenbeleriand;Dúvenbeleriand;Dúvenbeleriand;;Dúvenbeleriand;;;;;;;;;x
e_duvenbeleriand_adj;Dúvrim;;;;;;;;;;;;;x
e_eglador;Eglador;Eglador;Eglador;;Eglador;;;;;;;;;x
e_eglador_adj;Eglathrim;;;;;;;;;;;;;x
e_harn_baland;Harn Baland;Harn Baland;Harn Baland;;Harn Baland;;;;;;;;;x
e_harn_baland_adj;Harn Balandul;;;;;;;;;;;;;x
e_noldogwaith;Forodwaith;;;;;;;;;;;;;x
e_noldogwaith_adj;Forodwaith;;;;;;;;;;;;;x
e_ossiriand;Ossiriand;Ossiriand;Ossiriand;;Ossiriand;;;;;;;;;x
e_ossiriand_adj;Ossirithrim;;;;;;;;;;;;;x
e_runenbeleriand;Rúnenbeleriand;Rúnenbeleriand;Rúnenbeleriand;;Rúnenbeleriand;;;;;;;;;x
e_runenbeleriand_adj;Rúndrim;;;;;;;;;;;;;x
e_noldor;Noldor;Noldor;;;;;;;;;;;;x
e_noldor_adj;Noldorin;;;;;;;;;;;;;x
e_aryador;Aryador;;;;;;;;;;;;;x
e_aryador_adj;Aryathrim;;;;;;;;;;;;;x
e_valinor;Valinor;;;;;;;;;;;;;x
e_valinor_adj;Valarin;;;;;;;;;;;;;x
e_host_of_valinor;Host of Valinor;;;;;;;;;;;;;x
e_host_of_valinor_adj;Valinor;;;;;;;;;;;;;x
e_belegaer;Belegaer;;;;;;;;;;;;;x
e_belegaer_adj;Aerim;;;;;;;;;;;;;x
e_taur_im_duinath;Taur-im-Duinath;;;;;;;;;;;;;x
e_taur_im_duinath_adj;Taurim;;;;;;;;;;;;;x
e_kaukareldar;Kaukareldar;;;;;;;;;;;;;x
e_kaukareldar_adj;Kaukareldarin;;;;;;;;;;;;;x
e_olognaugrim;Olognaugrim;;;;;;;;;;;;;x
e_olognaugrim_adj;Olognaugrim;;;;;;;;;;;;;x
e_egladhrim;Egladhrim;;;;;;;;;;;;;x
e_egladhrim_adj;Egladhrim;;;;;;;;;;;;;x
e_sindar;Sindar;;;;;;;;;;;;;x
e_sindar_adj;Sindar;;;;;;;;;;;;;x
e_edain;Edain;;;;;;;;;;;;;x
e_edain_adj;Edain;;;;;;;;;;;;;x
