#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_andram;Andram;Andram;Andram;;Andram;;;;;;;;;x
k_andram_adj;Andram;;;;;;;;;;;;;x
k_angband;Angband;Angband;Angband;;Angband;;;;;;;;;x
k_angband_adj;Angband;;;;;;;;;;;;;x
k_arvernien;Arvernien;Arvernien;Arvernien;;Arvernien;;;;;;;;;x
k_arvernien_adj;Arvernien;;;;;;;;;;;;;x
k_brethil;Brethil;Brethil;Brethil;;Brethil;;;;;;;;;x
k_brethil_adj;Brethrim;;;;;;;;;;;;;x
k_doriath;Doriath;Doriath;Doriath;;Doriath;;;;;;;;;x
k_doriath_adj;Doriathrim;;;;;;;;;;;;;x
k_dorthonion;Dorthonion;Dorthonion;Dorthonion;;Dorthonion;;;;;;;;;x
k_dorthonion_adj;Dorthonrim;;;;;;;;;;;;;x
k_ellinsire;Ellînsîre;Ellînsîre;Ellînsîre;;Ellînsîre;;;;;;;;;x
k_ellinsire_adj;Ellînsîrin;;;;;;;;;;;;;x
k_estolad;Estolad;Estolad;Estolad;;Estolad;;;;;;;;;x
k_estolad_adj;Estoladrim;;;;;;;;;;;;;x
k_falas;Falas;Falas;Falas;;Falas;;;;;;;;;x
k_falas_adj;Falathrim;;;;;;;;;;;;;x
k_gabilgathol;Gabilgathol;Gabilgathol;Gabilgathol;;Gabilgathol;;;;;;;;;x
k_gabilgathol_adj;Gabilgathul;;;;;;;;;;;;;x
k_gondolin;Gondolin;Gondolin;Gondolin;;Gondolin;;;;;;;;;x
k_gondolin_adj;Gondolindrim;;;;;;;;;;;;;x
k_himlad;Himlad;Himlad;Himlad;;Himlad;;;;;;;;;x
k_himlad_adj;Himladrim;;;;;;;;;;;;;x
k_hithlum;Hithlum;Hithlum;Hithlum;;Hithlum;;;;;;;;;x
k_hithlum_adj;Hithrim;;;;;;;;;;;;;x
k_lindon;Lindon;Lindon;Lindon;;Lindon;;;;;;;;;x
k_lindon_adj;Lindin;;;;;;;;;;;;;x
k_lothlann;Lothlann;Lothlann;Lothlann;;Lothlann;;;;;;;;;x
k_lothlann_adj;Lothlann;;;;;;;;;;;;;x
k_march_of_maedhros;The March of Maedhros;March of Maedhros;March of Maedhros;;March of Maedhros;;;;;;;;;x
k_march_of_maedhros_adj;March;;;;;;;;;;;;;x
k_nargothrond;Nargothrond;Nargothrond;Nargothrond;;Nargothrond;;;;;;;;;x
k_nargothrond_adj;Nargothrondrim;;;;;;;;;;;;;x
k_nevrast;Nevrast;Nevrast;Nevrast;;Nevrast;;;;;;;;;x
k_nevrast_adj;Nevrathrim;;;;;;;;;;;;;x
k_siriombar;Siriombar;Siriombar;Siriombar;;Siriombar;;;;;;;;;x
k_siriombar_adj;Siriombarim;;;;;;;;;;;;;x
k_thargelion;Thargelion;Thargelion;Thargelion;;Thargelion;;;;;;;;;x
k_thargelion_adj;Thargelionrim;;;;;;;;;;;;;x
k_tumunzahar;Tumunzahar;Tumunzahar;Tumunzahar;;Tumunzahar;;;;;;;;;x
k_tumunzahar_adj;Tumunzahul;;;;;;;;;;;;;x
k_mandos;Mandos;Mandos;;;Mandos;;;;;;;;;x
k_mandos_adj;Mandos;Mandos;;;di Mandos;;;;;;;;;x
k_yavanna;Yavanna;Yavanna;;;Yavanna;;;;;;;;;x
k_yavanna_adj;Yavanna;Yavanna;;;di Yavanna;;;;;;;;;x
k_aule;Aulë;Aulë;;;Aulë;;;;;;;;;x
k_aule_adj;Aulë;Aulë;;;di Aulë;;;;;;;;;x
k_orome;Oromë;Oromë;;;Oromë;;;;;;;;;x
k_orome_adj;Oromë;Oromë;;;di Oromë;;;;;;;;;x
k_nienna;Nienna;Nienna;;;Nienna;;;;;;;;;x
k_nienna_adj;Nienna;Nienna;;;di Nienna;;;;;;;;;x
k_lorien_valinor;Gardens of Lórien;Jardins de Lórien;;;Giardini di Lórien;;;;;;;;;x
k_lorien_valinor_adj;Gardens of Lórien;Jardins de Lórien;;;dei Giardini;;;;;;;;;x
