#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
##################
#	Modifiers
##################
mod_lousy_shirt;Lousy Shirt;;;;;;;;;;;;;x
mod_lousy_shirt_desc;I went on a tour and all I got was this lousy shirt;;;;;;;;;;;;;x
mod_gondolin_blade;Gondolin Blade;;;;;;;;;;;;;x
mod_gondolin_blade_desc;A blade forge by the Smiths of Gondolin;;;;;;;;;;;;;x
mod_westernesse_dagger;Westernesse Dagger;;;;;;;;;;;;;x
mod_westernesse_dagger_desc;Ancient Dagger decored with serpents forged by the Cardolan Dunedain;;;;;;;;;;;;;x
mod_white_wizardstaff;White Wizard's Staff;;;;;;;;;;;;;x
mod_white_wizardstaff_desc;An enchanted staff of a Wizard, you can feel the magic radiating through it;;;;;;;;;;;;;x

##################
#	Decisions
##################
go_on_tour;Go on a Tour;;;;;;;;;;;;;x
go_on_tour_desc;You can take some time to travel across the world;;;;;;;;;;;;;x

################
#	Events
################
EVTDESCmep_tours_events.0;Which region do you wish to tour?;;;;;;;;;;;;;x
EVTOPTAmep_tours_events.0;Gondor;;;;;;;;;;;;;x
EVTOPTBmep_tours_events.0;The Westerlands.;;;;;;;;;;;;;x
EVTOPTCmep_tours_events.0;The Vale.;;;;;;;;;;;;;x
EVTOPTDmep_tours_events.0;More.;;;;;;;;;;;;;x
EVTOPTEmep_tours_events.0;Nevermind;;;;;;;;;;;;;x
EVTTTLmep_tours_events.1;[tour_target.GetFullBaseName];;;;;;;;;;;;;x
EVTDESCmep_tours_events.1gondor;You see the massive pinnacle of the White Tower, renamed in honor of Steward Ecthelion II, as you cross the Pelennor Fields, approaching Minas Tirith. In short order you pass the massive whitestone ringwall through the city gate and explore the city's tiers.;;;;;;;;;;;;;x
EVTOPTAmep_tours_events.1;An incredible City;;;;;;;;;;;;;x
EVTTTLmep_tours_events.2;[tour_target.GetFullBaseName];;;;;;;;;;;;;x
EVTDESCmep_tours_events.2gondor;You come to the ruins of Gondor's once-jewel, awed by the sight even now in its delapidated state. You walk through the collapsed buildings and along the rubble-lined pathways. Eventually, coming to a mighty, but rundown, domed building as the day's light fades.;;;;;;;;;;;;;x
EVTOPTAmep_tours_events.2;The Grand Dome of Stars, Incredible;;;;;;;;;;;;;x
EVTTTLmep_tours_events.3;[tour_target.GetFullBaseName];;;;;;;;;;;;;x
EVTDESCmep_tours_events.3gondor;The Stone road leads along the Anduin and onward to the Great Harbor City. You enter the city proper and make way through the winding paths, bleached stone buildings marking the boundaries. As you walk along, you come to a grand palace, its foundation submerged in the sea.;;;;;;;;;;;;;x
EVTOPTAmep_tours_events.3;I can't believe it, Tarannon's Palace;;;;;;;;;;;;;x
EVTTTLmep_tours_events.4;[tour_target.GetFullBaseName];;;;;;;;;;;;;x
EVTDESCmep_tours_events.4gondor;Long before you catch glimpse of the famed Tower, Tirith Aear, you hear a great toll carrying on the wind across the plains. The once faint ring grows into a crashing boom as you approach the tower's grounds. The guards eye you as you enter the grand structure, though you continue.;;;;;;;;;;;;;x
EVTOPTAmep_tours_events.4;I can't wait to look out on the Sea;;;;;;;;;;;;;x
EVTTTLmep_tours_events.5;[tour_target.GetFullBaseName];;;;;;;;;;;;;x
EVTDESCmep_tours_events.5gondor;You enter the pale-lit courtyards of the silent city, the ground all around you bathed in soft, sickly, white. The flowers of the great meadows corrupted by the touch of evil. You push yourself onward toward the ghastly, vapor-veiled citadel before you, its tower enveloped in the moonlight.;;;;;;;;;;;;;x
EVTOPTAmep_tours_events.5;I must see it, no matter the cost;;;;;;;;;;;;;x
EVTTTLmep_tours_events.6;[tour_target.GetFullBaseName];;;;;;;;;;;;;x
EVTDESCmep_tours_events.6;After your long journey throughout the land, you have finally return to your own realm. Seeing the outline of your palace in the distance, a sigh of relief escapes your lips.You've been on the road for quite some time, but you've finally made it home.;;;;;;;;;;;;;x
EVTOPTAmep_tours_events.6;And there's no place like it;;;;;;;;;;;;;x
EVTTTLmep_tours_events.11;Lost on Tour;;;;;;;;;;;;;x
EVTDESCmep_tours_events.11A;You lose your way in a forest find yourself trapped in a room with a tomb. In the center is a pillar inscribed with - Cold be Hand and Heart and Bone, and Cold be sleep under---;;;;;;;;;;;;;x
EVTDESCmep_tours_events.11AB;You fail to discover the exit and return to the pillar to read the inscription again - Cold be Hand and Heart and bone, and Cold be sleep under---;;;;;;;;;;;;;x
EVTDESCmep_tours_events.11B;You wake and find yourself in a in a dimly-lit room. From a crack on the far wall, Moonlight seeps through and illuminates an inscription behind you - Nevermore to wake on Stony Bed, never, till the Sun fails and the Moon is---;;;;;;;;;;;;;x
EVTDESCmep_tours_events.11BB;Nothing happens so you return to the inscription - Nevermore to wake on Stony Bed, never, till the Sun fails and the Moon is---;;;;;;;;;;;;;x
